player_name,Player,season,G,Min,eFG_per,OR_per,DR_per,TO_per,FTr,Fguse_per,ShotUse_per,AstRate,FG3r,BLKr,STLr,PF/48min,FG2_per,FG3_per,TREB_per,Floor_per,ORTG,PtsProd,PossUsg,DRTG,NetPts/48,NetPtsAR,WinsAR,StartYear,YearsInLeague,all_nba,team,Positions
Maurice Ager,"Ager,Maurice",2009,20,102,0.349,0.035,0.083,0.095,0.093,0.256,0.245,0.05,0.14,0.012,0.005,8,0.405,0,0.058,0.4,78.5,33,22%,115,-7,-11,-0.4,2007,3,0,None,2
Maurice Ager,"Ager,Maurice",2011,4,29,0.682,0,0.079,0.315,0,0.214,0.192,0.06,0.364,0,0.017,6.6,0.429,0.75,0.038,0.43,107.3,14,22%,110.6,-0.5,1,0,2007,5,0,None,2
Mark Aguirre,"Aguirre,Mark",1982,51,1468,0.48,0.067,0.129,0.157,0.205,0.305,0.302,0.186,0.087,0.009,0.012,5,0.475,0.352,0.097,0.51,102.6,882,29%,110.8,-1.3,22,0.7,1982,1,0,None,3
Mark Aguirre,"Aguirre,Mark",1983,81,2784,0.488,0.073,0.125,0.151,0.27,0.298,0.303,0.182,0.048,0.005,0.013,4.3,0.496,0.211,0.098,0.54,108.3,1870,29%,110.3,0.7,157,5.2,1982,2,0,None,3
Mark Aguirre,"Aguirre,Mark",1984,79,2900,0.528,0.064,0.123,0.148,0.263,0.336,0.339,0.21,0.032,0.004,0.013,4.1,0.532,0.268,0.094,0.56,111.7,2147,32%,110.6,1.7,226,7.5,1982,3,0,None,3
Mark Aguirre,"Aguirre,Mark",1985,80,2699,0.515,0.078,0.125,0.147,0.28,0.317,0.323,0.153,0.054,0.005,0.011,4.4,0.517,0.318,0.101,0.54,110,1886,31%,110.7,1,169,5.6,1982,4,0,None,3
Mark Aguirre,"Aguirre,Mark",1986,74,2501,0.509,0.079,0.116,0.164,0.24,0.29,0.287,0.209,0.042,0.003,0.012,4.4,0.513,0.286,0.098,0.53,107.3,1645,29%,112.7,-0.3,87,2.9,1982,5,0,None,3
Mark Aguirre,"Aguirre,Mark",1987,80,2663,0.512,0.075,0.098,0.131,0.27,0.322,0.32,0.157,0.094,0.006,0.015,4.4,0.51,0.353,0.087,0.55,114.2,1898,30%,110.5,2.2,231,7.7,1982,6,0,None,3
Mark Aguirre,"Aguirre,Mark",1988,77,2610,0.491,0.077,0.103,0.129,0.247,0.331,0.327,0.184,0.109,0.012,0.013,4.1,0.496,0.302,0.09,0.55,113.4,1787,30%,109.3,2.1,226,7.5,1982,7,0,None,3
Mark Aguirre,"Aguirre,Mark",1989,80,2597,0.481,0.065,0.1,0.151,0.227,0.281,0.278,0.175,0.137,0.008,0.009,4.2,0.488,0.293,0.083,0.51,105,1444,27%,110.6,-0.7,70,2.3,1982,8,0,None,3
Mark Aguirre,"aguirre,mark",1990,78,2005,0.505,0.067,0.106,0.133,0.214,0.254,0.251,0.116,0.104,0.006,0.009,4.8,0.506,0.333,0.087,0.54,110.7,1004,23%,106.8,1.1,128,4.3,1982,9,0,None,3
Mark Aguirre,"Aguirre,Mark",1991,78,2006,0.475,0.076,0.137,0.135,0.264,0.261,0.264,0.116,0.086,0.006,0.012,5,0.477,0.308,0.107,0.53,108.9,1031,25%,105.7,1,125,4.2,1982,10,0,None,3
Mark Aguirre,"Aguirre,Mark",1992,75,1582,0.44,0.048,0.12,0.134,0.201,0.287,0.285,0.134,0.09,0.004,0.017,5.2,0.453,0.211,0.084,0.5,100,783,26%,106,-1.1,30,1,1982,11,0,None,3
Mark Aguirre,"Aguirre,Mark",1993,51,1056,0.479,0.043,0.12,0.153,0.235,0.219,0.222,0.153,0.197,0.004,0.008,4.6,0.463,0.361,0.08,0.51,107.5,477,22%,111.8,-0.7,29,1,1982,12,0,None,3
Mark Aguirre,"Aguirre,Mark",1994,39,859,0.522,0.035,0.108,0.185,0.144,0.224,0.217,0.185,0.267,0.005,0.012,5.5,0.494,0.398,0.072,0.48,102.8,388,21%,109.9,-1.3,12,0.4,1982,13,0,None,3
Blake Ahearn,"Ahearn,Blake",2009,3,18,0.5,0,0.065,0.15,0.333,0.203,0.209,0.17,0.667,0,0.03,8,0,0.5,0.033,0.39,106.7,7,20%,100.7,1.1,1,0,2009,1,0,None,1.5
Blake Ahearn,"Ahearn,Blake",2012,4,30,0.357,0,0.076,0.336,0,0.269,0.24,0.051,0.643,0,0,6.3,0.4,0.222,0.038,0.24,59.2,9,26%,110.6,-11.3,-6,-0.2,2009,4,0,None,1.5
Danny Ainge,"Ainge,Danny",1982,53,564,0.369,0.05,0.059,0.205,0.253,0.211,0.208,0.197,0.077,0.003,0.031,7.3,0.363,0.294,0.055,0.45,94.2,243,22%,103.7,-2,0,0,1982,1,0,None,1.5
Danny Ainge,"Ainge,Danny",1983,80,2048,0.499,0.044,0.068,0.135,0.1,0.185,0.173,0.161,0.04,0.002,0.025,6.1,0.509,0.172,0.056,0.55,109.7,794,16%,103.6,0.8,118,3.9,1982,2,0,None,1.5
Danny Ainge,"Ainge,Danny",1984,71,1154,0.468,0.03,0.083,0.177,0.127,0.173,0.162,0.184,0.061,0.002,0.017,5.9,0.472,0.273,0.057,0.51,103.6,409,16%,106.8,-0.8,29,1,1982,3,0,None,1.5
Danny Ainge,"Ainge,Danny",1985,75,2564,0.539,0.034,0.079,0.168,0.149,0.166,0.158,0.199,0.071,0.001,0.022,4.3,0.549,0.268,0.058,0.56,114.5,1015,16%,107.5,0.8,152,5.1,1982,4,0,None,1.5
Danny Ainge,"Ainge,Danny",1986,80,2407,0.522,0.023,0.081,0.161,0.175,0.158,0.152,0.213,0.104,0.002,0.019,4.1,0.521,0.356,0.054,0.55,114.5,916,16%,104.9,1.3,164,5.5,1982,5,0,None,1.5
Danny Ainge,"Ainge,Danny",1987,71,2499,0.536,0.024,0.08,0.151,0.175,0.19,0.182,0.212,0.227,0.003,0.02,3.6,0.498,0.443,0.054,0.53,114.8,1072,18%,108.6,1,154,5.1,1982,6,0,None,1.5
Danny Ainge,"Ainge,Danny",1988,81,3018,0.566,0.025,0.07,0.142,0.161,0.186,0.177,0.222,0.364,0.003,0.019,3.2,0.534,0.415,0.049,0.54,120.6,1298,17%,111.5,1.3,204,6.8,1982,7,0,None,1.5
Danny Ainge,"Ainge,Danny",1989,73,2377,0.512,0.033,0.086,0.132,0.195,0.241,0.235,0.253,0.29,0.002,0.019,3.8,0.488,0.38,0.06,0.53,115.7,1266,22%,112.3,1,151,5,1982,8,0,None,1.5
Danny Ainge,"ainge,danny",1990,75,2727,0.485,0.029,0.106,0.145,0.192,0.237,0.233,0.255,0.25,0.004,0.021,4.2,0.46,0.374,0.068,0.49,106.8,1360,23%,110.4,-0.5,87,2.9,1982,9,0,None,1.5
Danny Ainge,"Ainge,Danny",1991,80,1710,0.543,0.029,0.102,0.137,0.16,0.226,0.214,0.238,0.352,0.004,0.018,5.5,0.508,0.406,0.066,0.53,118.9,869,20%,106.5,2.6,163,5.4,1982,10,0,None,1.5
Danny Ainge,"Ainge,Danny",1992,81,1595,0.5,0.027,0.074,0.109,0.16,0.229,0.218,0.184,0.34,0.005,0.022,4.5,0.496,0.339,0.051,0.53,116.3,747,20%,106.1,1.9,131,4.4,1982,11,0,None,1.5
Danny Ainge,"Ainge,Danny",1993,80,2163,0.564,0.026,0.083,0.149,0.168,0.188,0.177,0.165,0.51,0.002,0.015,3.9,0.522,0.403,0.055,0.51,120,910,17%,110.8,1.2,144,4.8,1982,12,0,None,1.5
Danny Ainge,"Ainge,Danny",1994,68,1555,0.492,0.02,0.074,0.152,0.145,0.192,0.182,0.159,0.454,0.003,0.018,4.3,0.491,0.328,0.047,0.48,109.4,584,17%,109.2,-0.3,55,1.8,1982,13,0,None,1.5
Danny Ainge,"Ainge,Danny",1995,74,1374,0.552,0.021,0.07,0.161,0.249,0.175,0.173,0.217,0.507,0.003,0.017,5.4,0.558,0.364,0.046,0.52,118.7,582,18%,114.7,0.4,68,2.3,1982,14,0,None,1.5
Alexis Ajinca,"Ajinca,Alexis",2009,31,181,0.362,0.062,0.143,0.156,0.29,0.241,0.249,0.029,0.029,0.021,0.021,9,0.373,0,0.103,0.43,85.8,66,23%,103.3,-3.5,-5,-0.2,2009,1,0,None,4.5
Alexis Ajinca,"Ajinca,Alexis",2010,6,29,0.5,0.042,0.122,0.19,0,0.216,0.197,0,0,0.021,0.018,8.2,0.5,,0.083,0.38,76.8,8,19%,74.3,0.7,2,0.1,2009,2,0,None,4.5
Alexis Ajinca,"Ajinca,Alexis",2011,34,340,0.489,0.059,0.21,0.132,0.098,0.234,0.221,0.048,0.256,0.033,0.017,10.3,0.475,0.353,0.135,0.4,87.1,119,21%,104.2,-3.3,-9,-0.3,2009,3,0,None,4.5
Alexis Ajinca,"Ajinca,Alexis",2014,56,951,0.544,0.113,0.227,0.2,0.224,0.154,0.153,0.066,0.004,0.029,0.013,9.4,0.546,0,0.169,0.51,104.6,329,17%,106.9,-0.6,28,0.9,2009,6,0,None,4.5
Alexis Ajinca,"Ajinca,Alexis",2015,68,957,0.55,0.124,0.25,0.178,0.246,0.2,0.203,0.082,0,0.031,0.012,7.6,0.55,,0.187,0.54,112,435,21%,103.4,1.8,75,2.5,2009,7,0,None,4.5
Josh Akognon,"Akognon,Josh",2013,3,9,0.625,0,0.126,0,0,0.266,0.243,0.203,0.5,0,0,16.5,0.5,0.5,0.064,0.48,114.4,4,22%,124.4,-1.5,0,0,2013,1,0,None,
Solomon Alabi,"Alabi,Solomon",2011,12,59,0.2,0.137,0.144,0.174,0,0.149,0.14,0.046,0,0.02,0.017,4.1,0.2,,0.141,0.29,59.7,10,15%,112.6,-8.1,-7,-0.2,2011,1,0,None,5
Solomon Alabi,"Alabi,Solomon",2012,14,122,0.361,0.146,0.304,0.116,0.194,0.183,0.179,0.041,0,0.046,0.009,4.3,0.361,,0.226,0.41,85.6,37,19%,88.8,-0.5,4,0.1,2011,2,0,None,5
Mark Alarie,"Alarie,Mark",1987,64,1110,0.492,0.065,0.142,0.126,0.151,0.199,0.192,0.089,0.02,0.014,0.009,6,0.495,0.222,0.101,0.53,105.8,471,18%,111.4,-1.3,16,0.5,1987,1,0,None,3
Mark Alarie,"Alarie,Mark",1988,63,769,0.487,0.101,0.132,0.163,0.117,0.217,0.203,0.077,0.06,0.009,0.006,6.7,0.496,0.222,0.116,0.51,102.8,315,20%,109.9,-1.4,10,0.3,1987,2,0,None,3
Mark Alarie,"alarie,mark",1989,74,1141,0.493,0.095,0.152,0.141,0.169,0.198,0.19,0.078,0.088,0.011,0.01,6.7,0.491,0.342,0.122,0.53,109.1,481,18%,110.4,-0.4,37,1.2,1987,3,0,None,3
Mark Alarie,"alarie,mark",1990,82,1893,0.479,0.085,0.128,0.129,0.138,0.217,0.209,0.105,0.062,0.011,0.015,5.6,0.49,0.204,0.107,0.52,106.3,832,20%,110.3,-0.8,47,1.6,1987,4,0,None,3
Mark Alarie,"Alarie,Mark",1991,42,587,0.451,0.076,0.142,0.167,0.182,0.209,0.204,0.112,0.093,0.007,0.013,7.2,0.461,0.238,0.109,0.49,100.2,240,20%,109.6,-1.8,2,0.1,1987,5,0,None,3
Furkan Aldemir,"Aldemir,Furkan",2015,41,540,0.513,0.149,0.207,0.155,0.167,0.084,0.086,0.083,0.064,0.017,0.016,8.5,0.548,0,0.177,0.56,116.3,127,10%,109.1,-0.4,18,0.6,2015,1,0,None,4
Cole Aldrich,"Aldrich,Cole",2011,18,141,0.533,0.111,0.176,0.324,0.133,0.064,0.062,0.04,0,0.029,0.018,10.2,0.533,,0.145,0.49,99,24,9%,99.2,-0.1,5,0.2,2011,1,0,None,4.5
Cole Aldrich,"Aldrich,Cole",2012,26,173,0.524,0.092,0.216,0.188,0.31,0.148,0.148,0.027,0,0.053,0.024,6.1,0.524,,0.158,0.52,110.4,53,14%,96.7,1.8,14,0.5,2011,2,0,None,4.5
Cole Aldrich,"Aldrich,Cole",2013,45,388,0.55,0.088,0.267,0.228,0.15,0.119,0.118,0.035,0,0.034,0.007,7.4,0.55,,0.177,0.47,97.1,98,13%,103.1,-1.1,7,0.2,2011,3,0,None,4.5
Cole Aldrich,"Aldrich,Cole",2014,46,330,0.541,0.128,0.338,0.204,0.426,0.109,0.119,0.064,0,0.056,0.013,5.8,0.541,,0.23,0.58,122.5,108,14%,99.7,2.8,33,1.1,2011,4,0,None,4.5
Cole Aldrich,"Aldrich,Cole",2015,61,976,0.478,0.116,0.289,0.17,0.166,0.182,0.181,0.133,0,0.04,0.02,6,0.478,,0.2,0.49,101.1,351,19%,102.6,-0.3,34,1.1,2011,5,0,None,4.5
LaMarcus Aldridge,"Aldridge,LaMarcus",2007,63,1392,0.503,0.126,0.153,0.088,0.173,0.215,0.209,0.032,0.004,0.033,0.009,6.4,0.505,0,0.139,0.56,113.4,552,19%,107.6,0.9,84,2.8,2007,1,0,None,4
LaMarcus Aldridge,"Aldridge,LaMarcus",2008,76,2647,0.484,0.098,0.159,0.105,0.196,0.267,0.264,0.088,0.006,0.021,0.011,4.4,0.486,0.143,0.129,0.53,107.9,1290,25%,107.3,0.5,136,4.5,2007,2,0,None,4
LaMarcus Aldridge,"Aldridge,LaMarcus",2009,81,3000,0.486,0.095,0.156,0.097,0.21,0.253,0.25,0.093,0.023,0.016,0.014,3.3,0.489,0.25,0.125,0.56,114.7,1425,23%,107.3,1.7,230,7.7,2007,3,0,None,4
LaMarcus Aldridge,"Aldridge,LaMarcus",2010,78,2922,0.497,0.081,0.186,0.086,0.197,0.246,0.241,0.099,0.014,0.01,0.012,3.8,0.498,0.313,0.133,0.55,111.4,1343,22%,105.3,1.4,204,6.8,2007,4,0,None,4
LaMarcus Aldridge,"Aldridge,LaMarcus",2011,81,3211,0.501,0.101,0.172,0.102,0.248,0.264,0.268,0.101,0.016,0.019,0.014,3.3,0.505,0.174,0.135,0.55,113.6,1702,25%,105.2,2.2,283,9.4,2007,5,1,Third Team,4
LaMarcus Aldridge,"Aldridge,LaMarcus",2012,55,1994,0.513,0.086,0.175,0.11,0.236,0.279,0.282,0.132,0.012,0.013,0.013,3.7,0.516,0.182,0.129,0.55,112.3,1139,27%,103.7,2.6,191,6.4,2007,6,0,None,4
LaMarcus Aldridge,"Aldridge,LaMarcus",2013,74,2790,0.485,0.072,0.209,0.104,0.214,0.279,0.281,0.13,0.011,0.019,0.012,3.2,0.488,0.143,0.14,0.53,108.9,1501,26%,106.5,1.1,178,5.9,2007,7,0,None,4
LaMarcus Aldridge,"Aldridge,LaMarcus",2014,69,2499,0.459,0.072,0.256,0.086,0.208,0.317,0.315,0.13,0.011,0.015,0.013,2.8,0.461,0.2,0.165,0.52,106.7,1512,29%,102.2,1.5,184,6.1,2007,8,1,Third Team,4
LaMarcus Aldridge,"Aldridge,LaMarcus",2015,71,2512,0.479,0.077,0.229,0.086,0.216,0.317,0.321,0.092,0.074,0.015,0.01,2.4,0.475,0.352,0.155,0.52,110.3,1572,29%,103.2,2.4,233,7.8,2007,9,1,Second Team,4
Chuck Aleksinas,"Aleksinas,Chuck",1985,74,1114,0.478,0.081,0.201,0.194,0.163,0.159,0.153,0.044,0.003,0.007,0.006,7.4,0.479,0,0.136,0.5,100.1,371,15%,113.8,-2.9,-20,-0.7,1985,1,0,None,5
Cory Alexander,"Alexander,Cory",1996,60,560,0.49,0.019,0.063,0.301,0.103,0.166,0.155,0.316,0.426,0.002,0.025,8.1,0.416,0.394,0.042,0.4,92,208,21%,103.1,-2.1,-1,0,1996,1,0,None,1
Cory Alexander,"alexander,cory",1997,80,1454,0.492,0.023,0.08,0.24,0.194,0.208,0.205,0.3,0.514,0.007,0.031,4.9,0.42,0.373,0.051,0.44,100.6,611,23%,114.1,-2.3,-9,-0.3,1996,2,0,None,1
Cory Alexander,"Alexander,Cory",1998,60,1298,0.51,0.016,0.114,0.228,0.2,0.194,0.188,0.281,0.44,0.005,0.029,3.6,0.469,0.375,0.066,0.45,103.1,507,20%,107,-0.7,36,1.2,1996,3,0,None,1
Cory Alexander,"alexander,cory",1999,36,778,0.431,0.01,0.103,0.228,0.142,0.201,0.19,0.266,0.404,0.004,0.024,4.8,0.432,0.286,0.055,0.41,91.8,278,21%,111.1,-3.5,-24,-0.8,1996,4,0,None,1
Cory Alexander,"Alexander,Cory",2000,29,329,0.332,0.026,0.113,0.227,0.173,0.171,0.166,0.257,0.357,0.003,0.037,5.7,0.302,0.257,0.069,0.38,83.9,103,19%,100.9,-3.1,-8,-0.3,1996,5,0,None,1
Cory Alexander,"alexander,cory",2001,26,227,0.357,0,0.125,0.308,0.214,0.143,0.144,0.235,0.286,0,0.037,6.1,0.35,0.25,0.061,0.36,76.6,62,19%,99.3,-3.9,-9,-0.3,1996,6,0,None,1
Cory Alexander,"alexander,cory",2005,16,201,0.408,0.043,0.126,0.274,0.184,0.141,0.138,0.277,0.388,0.003,0.023,6.9,0.267,0.421,0.082,0.4,90.5,63,18%,108.2,-3.1,-5,-0.2,1996,10,0,None,1
Courtney Alexander,"alexander,courtn",2001,65,1382,0.432,0.035,0.083,0.129,0.215,0.249,0.244,0.078,0.08,0.002,0.017,4.8,0.421,0.37,0.059,0.46,96.5,560,22%,110.4,-2.5,-15,-0.5,2001,1,0,None,2
Courtney Alexander,"alexander,courtn",2002,56,1325,0.476,0.037,0.093,0.126,0.207,0.212,0.21,0.113,0.038,0.003,0.014,4.1,0.478,0.278,0.065,0.52,106,506,20%,110.7,-0.9,31,1,2001,2,0,None,2
Courtney Alexander,"alexander,courtn",2003,66,1360,0.401,0.033,0.068,0.133,0.234,0.221,0.221,0.098,0.113,0.003,0.012,4.4,0.388,0.333,0.05,0.46,96.2,490,20%,105.5,-1.7,9,0.3,2001,3,0,None,2
Gary Alexander,"Alexander,Gary",1994,11,55,0.571,0.146,0.167,0.339,0.214,0.148,0.165,0.056,0,0,0.028,8.7,0.571,,0.157,0.42,82.3,19,22%,105,-4.5,-3,-0.1,1994,1,0,None,4
Joe Alexander,"Alexander,Joe",2009,59,719,0.451,0.068,0.122,0.181,0.238,0.199,0.201,0.094,0.189,0.026,0.011,7.1,0.434,0.348,0.094,0.46,95.8,270,20%,107.3,-2.1,-2,-0.1,2009,1,0,None,3
Joe Alexander,"Alexander,Joe",2010,8,29,0.167,0.078,0.114,0,0.333,0.121,0.13,0.094,0.167,0.02,0.018,14.9,0.2,0,0.096,0.41,81.9,6,13%,125.8,-7.1,-3,-0.1,2009,2,0,None,3
Victor Alexander,"Alexander,Victor",1992,80,1350,0.529,0.087,0.183,0.176,0.224,0.182,0.18,0.031,0.002,0.024,0.015,6.3,0.531,0,0.136,0.54,107.1,553,18%,108,-0.4,46,1.5,1992,1,0,None,4.5
Victor Alexander,"Alexander,Victor",1993,72,1753,0.523,0.084,0.184,0.17,0.166,0.21,0.203,0.078,0.033,0.017,0.009,6,0.518,0.455,0.134,0.53,107.2,758,19%,109.3,-0.5,56,1.9,1992,2,0,None,4.5
Victor Alexander,"Alexander,Victor",1994,69,1318,0.532,0.095,0.157,0.161,0.135,0.211,0.206,0.073,0.026,0.013,0.01,6.1,0.54,0.154,0.126,0.53,104.9,560,20%,106.6,-0.4,45,1.5,1992,3,0,None,4.5
Victor Alexander,"Alexander,Victor",1995,50,1237,0.521,0.077,0.184,0.166,0.081,0.209,0.194,0.078,0.056,0.013,0.011,5.6,0.531,0.24,0.13,0.5,102.1,466,18%,112.4,-2.1,-2,-0.1,1992,4,0,None,4.5
Victor Alexander,"alexander,victor",2002,15,97,0.353,0.086,0.266,0.099,0.078,0.328,0.311,0.115,0.039,0.006,0,3,0.367,0,0.176,0.4,80.4,41,28%,102.1,-5,-6,-0.2,1992,11,0,None,4.5
Steve Alford,"Alford,Steve",1988,28,197,0.391,0.017,0.109,0.194,0.291,0.153,0.151,0.154,0.145,0.008,0.043,5.6,0.426,0.125,0.063,0.48,100.7,62,16%,103.3,-0.6,6,0.2,1988,1,0,None,1
Steve Alford,"Alford,Steve",1989,66,906,0.488,0.012,0.071,0.14,0.154,0.191,0.182,0.142,0.17,0.002,0.023,3,0.476,0.364,0.042,0.51,107.3,346,16%,111.7,-1.3,13,0.4,1988,2,0,None,1
Steve Alford,"alford,steve",1990,41,302,0.482,0.008,0.085,0.114,0.254,0.266,0.26,0.212,0.159,0.006,0.025,3.5,0.483,0.318,0.047,0.52,112.9,159,24%,110.5,0.9,18,0.6,1988,3,0,None,1
Steve Alford,"Alford,Steve",1991,34,236,0.534,0.048,0.068,0.132,0.222,0.285,0.283,0.164,0.197,0.002,0.017,2.2,0.553,0.304,0.058,0.53,112.5,136,26%,118.1,-0.3,8,0.3,1988,4,0,None,1
Jerome Allen,"Allen,Jerome",1996,41,362,0.39,0.017,0.066,0.249,0.248,0.177,0.176,0.208,0.314,0.008,0.03,5.6,0.361,0.303,0.041,0.4,86.4,118,19%,112.7,-4.8,-21,-0.7,1996,1,0,None,1
Jerome Allen,"allen,jerome",1997,76,943,0.421,0.031,0.089,0.231,0.19,0.144,0.144,0.251,0.421,0.003,0.017,4.3,0.375,0.323,0.061,0.43,94.6,282,17%,110.1,-2.7,-14,-0.5,1996,2,0,None,1
Lavoy Allen,"Allen,Lavoy",2012,41,624,0.473,0.083,0.222,0.121,0.066,0.154,0.147,0.084,0,0.017,0.011,5.6,0.473,,0.152,0.48,98.1,162,14%,93.1,0.8,36,1.2,2012,1,0,None,4
Lavoy Allen,"Allen,Lavoy",2013,79,1669,0.454,0.105,0.165,0.117,0.095,0.156,0.152,0.067,0.002,0.02,0.008,5.2,0.455,0,0.134,0.49,101.5,477,15%,104,-0.6,47,1.6,2012,2,0,None,4
Lavoy Allen,"Allen,Lavoy",2014,65,1071,0.45,0.123,0.197,0.131,0.11,0.162,0.155,0.104,0.043,0.018,0.011,5.6,0.46,0.154,0.16,0.48,98.8,332,15%,106.2,-1.5,12,0.4,2012,3,0,None,4
Lavoy Allen,"Allen,Lavoy",2015,63,1070,0.473,0.129,0.205,0.118,0.11,0.163,0.157,0.108,0,0.023,0.007,4.6,0.473,,0.167,0.5,104.2,353,16%,101.5,0.3,50,1.7,2012,4,0,None,4
Lucius Allen,"Allen,Lucius",1978,77,2147,0.441,0.031,0.078,0.213,0.206,0.202,0.2,0.228,0,0.007,0.019,4,0.441,,0.055,0.47,95.3,971,21%,105.2,-2.1,-4,-0.1,,,0,None,
Lucius Allen,"Allen,Lucius",1979,31,413,0.397,0.036,0.086,0.165,0.109,0.219,0.209,0.136,0,0.008,0.023,6,0.397,,0.061,0.44,87.1,159,20%,103.9,-3.6,-13,-0.4,,,0,None,
Malik Allen,"allen,malik",2002,12,161,0.431,0.11,0.166,0.041,0.157,0.198,0.193,0.055,0.02,0.032,0.01,4.8,0.44,0,0.138,0.53,108.2,53,17%,100.8,1,10,0.3,2002,1,0,None,4
Malik Allen,"allen,malik",2003,80,2318,0.424,0.065,0.149,0.158,0.123,0.207,0.199,0.044,0.005,0.021,0.009,4.8,0.426,0,0.106,0.44,89.3,725,19%,103.4,-2.4,-21,-0.7,2002,2,0,None,4
Malik Allen,"allen,malik",2004,45,615,0.419,0.079,0.148,0.136,0.126,0.198,0.189,0.047,0,0.029,0.01,6.3,0.419,,0.113,0.45,91.3,182,18%,104.3,-2.2,-3,-0.1,2002,3,0,None,4
Malik Allen,"allen,malik",2005,36,519,0.475,0.088,0.132,0.103,0.147,0.206,0.192,0.058,0,0.026,0.009,4.9,0.475,,0.11,0.52,107.8,188,18%,108.9,-0.4,17,0.6,2002,4,0,None,4
Malik Allen,"allen,malik",2006,54,700,0.492,0.073,0.157,0.137,0.093,0.209,0.198,0.049,0.004,0.014,0.01,6.3,0.488,1,0.115,0.49,98.4,245,18%,102.9,-0.8,17,0.6,2002,5,0,None,4
Malik Allen,"Allen,Malik",2007,60,635,0.415,0.076,0.137,0.088,0.109,0.241,0.226,0.042,0.004,0.016,0.014,6.4,0.416,0,0.107,0.47,95.6,228,19%,98.8,-0.6,19,0.6,2002,6,0,None,4
Malik Allen,"Allen,Malik",2008,73,1085,0.482,0.071,0.137,0.138,0.07,0.184,0.167,0.068,0.006,0.017,0.009,6.6,0.48,0.5,0.105,0.49,100,325,16%,107.2,-1.4,14,0.5,2002,7,0,None,4
Malik Allen,"Allen,Malik",2009,49,577,0.429,0.069,0.146,0.117,0.059,0.173,0.161,0.096,0.006,0.013,0.006,7.4,0.432,0,0.105,0.47,94.5,161,15%,108.5,-2.4,-5,-0.2,2002,8,0,None,4
Malik Allen,"Allen,Malik",2010,51,456,0.401,0.092,0.115,0.166,0.103,0.151,0.137,0.051,0.052,0.006,0.012,7.2,0.409,0.167,0.104,0.44,90.6,120,15%,116.8,-4.6,-25,-0.8,2002,9,0,None,4
Malik Allen,"Allen,Malik",2011,18,178,0.355,0.081,0.128,0.101,0.032,0.108,0.098,0.033,0,0.014,0.003,8.1,0.355,,0.105,0.43,88.6,26,9%,108.7,-2.7,-3,-0.1,2002,10,0,None,4
Randy Allen,"allen,randy",1989,7,43,0.421,0.074,0.102,0.116,0.053,0.238,0.222,0,0.053,0.012,0.011,7.8,0.444,0,0.087,0.44,87.7,15,19%,112.8,-4.9,-3,-0.1,1989,1,0,None,4
Randy Allen,"allen,randy",1990,63,746,0.444,0.075,0.134,0.116,0.096,0.179,0.173,0.044,0.029,0.014,0.011,6.6,0.457,0,0.105,0.48,94.8,229,16%,110.5,-2.9,-13,-0.4,1989,2,0,None,4
Ray Allen,"allen,ray",1997,82,2532,0.494,0.047,0.11,0.151,0.226,0.225,0.22,0.139,0.328,0.002,0.016,4.1,0.448,0.393,0.079,0.49,108.6,1068,21%,111.3,-0.4,83,2.8,1997,1,0,None,2
Ray Allen,"allen,ray",1998,82,3286,0.479,0.047,0.104,0.177,0.26,0.249,0.246,0.193,0.28,0.002,0.018,3.6,0.453,0.364,0.075,0.48,106.5,1573,24%,108.8,-0.1,132,4.4,1997,2,0,None,2
Ray Allen,"allen,ray",1999,50,1719,0.505,0.041,0.107,0.163,0.262,0.247,0.246,0.188,0.309,0.003,0.017,3.3,0.492,0.356,0.074,0.49,110.3,824,24%,106.7,1.2,114,3.8,1997,3,0,None,2
Ray Allen,"Allen,Ray",2000,82,3070,0.516,0.032,0.105,0.126,0.25,0.267,0.267,0.17,0.288,0.004,0.019,2.9,0.468,0.423,0.069,0.51,115,1671,24%,110,1.7,239,8,1997,4,0,None,2
Ray Allen,"allen,ray",2001,82,3129,0.557,0.037,0.118,0.143,0.266,0.243,0.246,0.204,0.357,0.004,0.021,2.9,0.506,0.433,0.078,0.52,119.3,1704,24%,105.9,3.3,346,11.5,1997,5,1,Third Team,2
Ray Allen,"allen,ray",2002,69,2525,0.561,0.039,0.101,0.133,0.186,0.275,0.27,0.194,0.46,0.004,0.019,3,0.485,0.434,0.071,0.49,115.6,1381,25%,109.4,2,212,7.1,1997,6,0,None,2
Ray Allen,"Allen,Ray",2003,76,2880,0.512,0.038,0.118,0.137,0.232,0.284,0.281,0.215,0.391,0.003,0.019,3.7,0.478,0.377,0.078,0.48,111.2,1603,27%,107.6,1.6,217,7.2,1997,7,0,None,2
Ray Allen,"allen,ray",2004,56,2149,0.512,0.038,0.118,0.141,0.241,0.284,0.284,0.234,0.372,0.003,0.018,2.9,0.468,0.392,0.078,0.49,113.6,1256,27%,111.8,1.6,161,5.4,1997,8,0,None,2
Ray Allen,"allen,ray",2005,78,3069,0.498,0.032,0.108,0.114,0.253,0.296,0.292,0.181,0.372,0.001,0.015,2.6,0.459,0.376,0.07,0.51,117.2,1754,27%,112.2,2,257,8.6,1997,9,1,Second Team,2
